asset_id,asset_type,location,region,urban_type,size_m2,rooms,bathrooms,year_built,age_years,floor,building_floors,has_elevator,has_garden,has_balcony,garage,owner_occupied,public_transport_nearby,distance_to_center_km,energy_class,humidity_level,temperature_avg,noise_level,air_quality_index,valuation_k,condition_score,risk_score,luxury_score,env_score,last_verified_ts,price_per_sqm,quarter_built,decade_built,rooms_per_sqm,bathrooms_per_room,avg_room_size,location_premium,amenity_count,price_vs_region_avg,prediction_ts,size_bin,luxury_category,days_since_verification,hours_since_verification,age_category,efficiency_score,value_segment,anomaly_score,anomaly_flag
asset_4496,property,Bari,south,semiurban,196,3,1,2022,3,0,5,1,0,0,0,0,1,4.58,G,66.1,21.6,77,145,456.63,0.575,0.439,0.2,0.0,2025-05-29 05:51:13+00:00,2329.76,1,2020,0.0153061224489795,0.3333333333333333,65.33333333333333,1.0,1,1.5086004530549868,2025-07-28T21:00:42.745957,"(183.1, 199.0]",low,60,1455.1613472811111,New,2.7956938775510203,Luxury,-1,True
asset_4604,property,Venice,northeast,rural,64,2,2,1997,28,0,5,1,0,1,0,1,1,1.79,F,68.9,24.5,38,139,89.26,0.543,0.475,0.2,0.3,2025-07-21 15:10:13+00:00,1394.75,1,1990,0.03125,1.0,32.0,0.8,2,0.3035924042728185,2025-07-28T21:00:42.745957,"(55.9, 71.8]",low,7,173.84468061444443,Modern,1.6736250000000001,Budget,-1,True
asset_4631,property,Milan,north,urban,119,3,2,1977,48,4,9,1,1,0,1,1,1,5.72,E,66.8,12.9,36,95,425.37,0.577,0.394,0.4,0.3,2025-06-24 20:22:13+00:00,3574.54,1,1970,0.0252100840336134,0.6666666666666666,39.66666666666666,1.2,3,1.4415112200816211,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,34,816.6446806144444,Mature,5.00435294117647,Luxury,-1,True
asset_4819,property,Trieste,northeast,semiurban,89,6,2,1982,43,4,5,1,1,1,1,1,0,9.11,D,67.9,12.6,58,81,146.97,0.586,0.412,0.6,0.0,2025-06-02 20:53:13+00:00,1651.29,1,1980,0.0674157303370786,0.3333333333333333,14.833333333333334,1.0,4,0.4998764917765644,2025-07-28T21:00:42.745957,"(87.7, 103.6]",mid,56,1344.1280139477778,Mature,2.642157303370787,Budget,-1,True
asset_4837,property,Genoa,north,urban,174,5,3,1971,54,0,3,0,0,0,1,1,1,0.92,E,65.8,24.5,28,97,358.26,0.579,0.422,0.4,0.3,2025-07-05 12:44:13+00:00,2058.98,1,1970,0.028735632183908,0.6,34.8,1.2,1,1.214086112575973,2025-07-28T21:00:42.745957,"(167.2, 183.1]",low,23,560.2780139477778,Old,2.882551724137931,Premium,1,False
asset_4847,property,Turin,north,urban,123,6,2,1952,73,1,8,1,1,1,1,0,1,0.67,G,69.8,13.7,71,126,312.89,0.535,0.44,0.8,0.0,2025-06-03 11:10:13+00:00,2543.81,1,1950,0.048780487804878,0.3333333333333333,20.5,1.2,4,1.060334404521566,2025-07-28T21:00:42.745957,"(119.5, 135.4]",high,55,1329.8446806144445,Old,4.578878048780488,Premium,-1,True
asset_4883,property,Verona,north,semiurban,109,4,2,2001,24,4,6,1,0,1,1,1,1,7.06,E,69.0,13.8,44,141,217.07,0.55,0.46,0.4,0.3,2025-07-09 11:42:13+00:00,1991.45,1,2000,0.036697247706422,0.5,27.25,1.0,3,0.7356156770414404,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,19,465.3113472811111,Modern,2.7880550458715594,Mid-range,1,False
asset_4887,property,Padua,north,semiurban,50,2,1,2005,20,2,7,1,1,1,1,1,0,2.1,E,68.6,13.1,24,60,133.07,0.586,0.403,0.6,0.7,2025-07-26 15:16:13+00:00,2661.4,1,2000,0.04,0.5,25.0,1.0,4,0.4509530480670036,2025-07-28T21:00:42.745957,"(39.841, 55.9]",mid,2,53.74468061444444,Modern,4.25824,Budget,-1,True
asset_4940,property,Cagliari,islands,rural,108,3,2,2003,22,4,7,1,1,1,1,1,0,0.75,G,67.7,13.8,60,57,204.71,0.499,0.49,0.6,0.4,2025-06-24 16:46:13+00:00,1895.42,1,2000,0.0277777777777777,0.6666666666666666,36.0,0.8,4,0.7068028003779101,2025-07-28T21:00:42.745957,"(103.6, 119.5]",mid,34,820.2446806144444,Modern,3.032740740740741,Mid-range,-1,True
asset_4959,property,Rome,center,urban,111,4,1,2019,6,3,7,1,0,0,1,1,1,2.48,F,65.3,12.3,67,139,296.9,0.56,0.447,0.2,0.0,2025-06-01 11:18:13+00:00,2674.8,1,2010,0.036036036036036,0.25,27.75,1.2,2,1.0105786449379563,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,57,1377.711347281111,New,3.20972972972973,Premium,-1,True
asset_0137,property,Catania,south,semiurban,143,3,1,1963,62,1,4,1,0,0,0,1,1,5.83,G,68.1,16.1,32,60,316.19,0.596,0.425,0.2,0.7,2025-07-07 00:30:13+00:00,2211.1,1,1960,0.0209790209790209,0.3333333333333333,47.66666666666666,1.0,1,1.0446190071862478,2025-07-28T21:00:42.745957,"(135.4, 151.3]",low,21,524.5113472811112,Old,2.653342657342657,Premium,1,False
asset_2434,property,Bari,south,semiurban,105,4,2,1951,74,4,9,1,0,0,0,0,1,1.24,A,67.7,13.7,23,96,211.57,0.601,0.424,0.2,0.3,2025-06-27 22:27:13+00:00,2014.91,1,1950,0.0380952380952381,0.5,26.25,1.0,1,0.6989785994193188,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,30,742.561347281111,Old,2.4179428571428567,Mid-range,1,False
asset_2443,property,Venice,northeast,rural,185,3,2,2003,22,0,9,1,0,0,0,1,1,1.53,G,67.3,17.8,35,120,545.96,0.603,0.434,0.2,0.3,2025-07-08 23:59:13+00:00,2951.16,1,2000,0.0162162162162162,0.6666666666666666,61.66666666666666,0.8,1,1.8569270562042128,2025-07-28T21:00:42.745957,"(183.1, 199.0]",low,19,477.0280139477778,Modern,3.5413621621621623,Luxury,-1,True
asset_3718,property,Genoa,north,urban,92,2,1,1950,75,4,5,1,0,1,1,1,1,1.25,F,68.9,12.7,33,118,316.52,0.59,0.427,0.4,0.3,2025-07-04 13:54:13+00:00,3440.4,1,1950,0.0217391304347826,0.5,46.0,1.2,3,1.072635896702247,2025-07-28T21:00:42.745957,"(87.7, 103.6]",low,24,583.1113472811111,Old,4.816608695652174,Premium,1,False
asset_4677,property,Padua,north,semiurban,168,4,1,1956,69,0,3,0,0,0,1,1,1,0.05,G,66.9,22.7,22,121,410.05,0.594,0.445,0.4,0.3,2025-06-14 19:30:13+00:00,2440.79,1,1950,0.0238095238095238,0.25,42.0,1.0,1,1.389594178701998,2025-07-28T21:00:42.745957,"(167.2, 183.1]",low,44,1057.511347281111,Old,3.417083333333333,Luxury,1,False
